Estructura,TipoProducto,TipoBolsa,TipoSellado,GrupoFormato,Impreso,Calibre,Valvula,GradoTroquel,UsoZipper,PorcentajeCumplimiento
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.117
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,NO,menor igual 70,No valvula,no troquel,no zipper,1.001
BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL,ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.061
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,Valvula,no troquel,no zipper,1.053
PET/FLEXIBLE (PA-PE),ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.141
PET/COEXT. HBA (PE-EVOH),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,NO,menor igual 100,No valvula,no troquel,no zipper,1.003
BOPP MATE/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.049
BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL,ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.004
BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL,ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.035
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,NO,menor igual 70,No valvula,no troquel,no zipper,0.939
FLEXIBLE (PA-PE),BOLSA,PLANA,SELLADO COMPLETAMENTE,Grupo 1,Si,menor igual 70,Valvula,no troquel,no zipper,1.049
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,NO,menor igual 70,No valvula,no troquel,no zipper,1.101
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,NO,menor igual 70,No valvula,no troquel,no zipper,0.955
PET/FOIL/FLEXIBLE (PA-PE),ROLLO,0,0,Grupo 2,Si,mayor 100,No valvula,no troquel,no zipper,1.072
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.065
BOPP MATE/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.049
BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL,ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.016
PET/COEXT. HBA (PE-EVOH) ABRE FACIL,ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.032
PET/FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.134
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.019
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,NO,menor igual 70,No valvula,no troquel,no zipper,0.906
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.018
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,NO,menor igual 70,No valvula,no troquel,no zipper,0.935
PET/PET METALIZADO/PEBD,ROLLO,0,0,Grupo 2,Si,mayor 100,No valvula,no troquel,no zipper,1.01
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.109
PET/FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,Si,menor igual 100,No valvula,Grado bajo,zipper,0.778
PET/FLEXIBLE (PA-PE),ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.123
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,Valvula,Grado alto,zipper,1.088
PET/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,Si,mayor 100,No valvula,Grado bajo,zipper,0.835
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 2,Si,mayor 100,No valvula,no troquel,no zipper,1.085
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.035
BOPP MATE/PET METALIZADO/PEBD,BOLSA,FLOW PACK,FLOW PACK 4 SELLES,Grupo 1,Si,mayor 100,No valvula,no troquel,no zipper,0.945
FLEXIBLE (PA-PE),BOLSA,PLANA,SELLADO COMPLETAMENTE,Grupo 1,Si,menor igual 70,Valvula,no troquel,no zipper,1.1
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.038
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,Si,menor igual 70,No valvula,no troquel,no zipper,1.085
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,Valvula,Grado alto,no zipper,1.124
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,Valvula,Grado alto,no zipper,1.087
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.035
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,No valvula,Grado alto,no zipper,1.056
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.119
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.141
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,Si,menor igual 70,No valvula,no troquel,no zipper,1.076
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.059
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.046
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.045
PET/COEXT. HBA (PE-EVOH),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,No valvula,Grado alto,zipper,0.972
PET/FLEXIBLE (PA-PE),ROLLO,0,0,Grupo 3,Si,mayor 100,No valvula,no troquel,no zipper,1.08
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.045
BOPP MATE/FOIL/PEBD,ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,0.909
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.046
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,0.997
PET/FLEXIBLE (PA-PE),ROLLO,0,0,Grupo 3,Si,mayor 100,No valvula,no troquel,no zipper,1.068
PET/FLEXIBLE (PA-PE),ROLLO,0,0,Grupo 3,Si,mayor 100,No valvula,no troquel,no zipper,1.084
PET/FLEXIBLE (PA-PE),ROLLO,0,0,Grupo 3,Si,mayor 100,No valvula,no troquel,no zipper,1.079
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,NO,mayor 70,Valvula,no troquel,no zipper,1.03
PET/COEXT. HBA (PE-EVOH),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,Si,menor igual 100,No valvula,no troquel,no zipper,0.948
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.038
BOPP MATE/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.04
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 2,NO,menor igual 100,No valvula,no troquel,no zipper,1.06
BOPP PLANO/FLEXIBLE (PA-PE),ROLLO,0,0,Grupo 2,NO,menor igual 100,No valvula,no troquel,no zipper,1.129
PET/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,Si,menor igual 100,No valvula,Grado bajo,zipper,1.026
PET/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,Si,menor igual 100,No valvula,Grado bajo,zipper,1.066
PET/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,Si,menor igual 100,No valvula,Grado bajo,zipper,1.064
PET/COEXT. HBA (PE-EVOH),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,Si,menor igual 100,No valvula,no troquel,no zipper,1.03
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,Si,menor igual 70,No valvula,no troquel,no zipper,1.079
PET/PEBD,BOLSA,FLOW PACK,VENTRAL,Grupo 1,Si,menor igual 100,No valvula,Grado alto,no zipper,1.047
PET/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,Si,menor igual 100,No valvula,Grado bajo,zipper,1.062
BOPP MATE/BOPP METALIZADO,ROLLO,0,0,Grupo 1,Si,menor igual 100,No valvula,no troquel,no zipper,1.107
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,NO,mayor 70,No valvula,no troquel,no zipper,0.971
BOPP MATE/PEBD,BOLSA,PLANA,LATERAL+SEGURIDAD,Grupo 2,Si,menor igual 100,No valvula,Grado alto,zipper,1.025
PET/BOPP METALIZADO/COEXT. HBA (PE-EVOH),BOLSA,PLANA 2 LAMINAS,LATERAL+FONDO+SEGURIDAD,Grupo 1,Si,menor igual 100,No valvula,Grado bajo,no zipper,1.116
PET MATE/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.072
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,NO,menor igual 100,No valvula,no troquel,no zipper,0.982
PET METALIZADO/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,NO,mayor 100,No valvula,Grado bajo,zipper,0.865
PET/PET METALIZADO/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,0.991
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,Valvula,Grado alto,no zipper,1.102
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.061
PET/BOPP METALIZADO/COEXT. HBA (PE-EVOH),BOLSA,PLANA 2 LAMINAS,LATERAL+FONDO+SEGURIDAD,Grupo 1,Si,menor igual 100,No valvula,Grado bajo,no zipper,1.089
PET/PET METALIZADO/PEBD,ROLLO,0,0,Grupo 2,Si,mayor 100,No valvula,no troquel,no zipper,1.046
PET/PET METALIZADO/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,0.963
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,Valvula,Grado alto,no zipper,1.042
PET/PET METALIZADO/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,0.911
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,No valvula,Grado bajo,zipper,1.057
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,No valvula,Grado bajo,zipper,1.073
PET/PEBD,ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.114
PET/PEBD,ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.129
PET/PEBD,ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.107
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,Si,menor igual 70,No valvula,no troquel,no zipper,1.076
PET/PEBD,ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.116
PET/PEBD,ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.088
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,Valvula,no troquel,no zipper,0.957
PET MATE/PEBD,ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.126
BOPP MATE/BOPP TERMOSELLABLE,ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,0.999
PET/FLEXIBLE (PA-PE),ROLLO,0,0,Grupo 1,Si,menor igual 100,No valvula,no troquel,no zipper,0.969
PET/FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,Si,menor igual 100,No valvula,Grado bajo,no zipper,0.98
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.057
PET/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,NO,menor igual 100,No valvula,Grado bajo,zipper,0.967
PET/FLEXIBLE (PA-PE),ROLLO,0,0,Grupo 3,Si,mayor 100,No valvula,no troquel,no zipper,1.085
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.024
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,Si,menor igual 70,No valvula,no troquel,no zipper,1.099
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,Valvula,Grado alto,no zipper,0.895
PET MATE/BOPP METALIZADO/PEBD,BOLSA,FLOW PACK,VENTRAL LATERAL,Grupo 1,Si,mayor 100,No valvula,no troquel,no zipper,1.108
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,Valvula,no troquel,no zipper,0.863
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,Si,menor igual 70,No valvula,no troquel,no zipper,1.071
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,0.96
PET/FOIL/FLEXIBLE (PA-PE),ROLLO,0,0,Grupo 2,Si,mayor 100,No valvula,no troquel,no zipper,1.077
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 2,Si,mayor 100,No valvula,no troquel,no zipper,1.084
PET/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,Si,mayor 100,No valvula,Grado alto,zipper,1.077
PET/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,Si,mayor 100,No valvula,Grado alto,zipper,1.034
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,Si,menor igual 70,No valvula,no troquel,no zipper,0.971
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 4,Si,mayor 100,No valvula,no troquel,no zipper,1.082
PET/FOIL/PEBD,ROLLO,0,0,Grupo 1,Si,menor igual 100,No valvula,no troquel,no zipper,0.894
PET/FOIL/PEBD,ROLLO,0,0,Grupo 1,Si,menor igual 100,No valvula,no troquel,no zipper,1.034
PET/FOIL/FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,Si,menor igual 100,Valvula,no troquel,no zipper,0.955
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,Valvula,Grado alto,no zipper,1.039
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.126
PET/BOPP METALIZADO/PEBD,ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,0.799
PAPEL/PET METALIZADO/PEBD,BOLSA,FLEX UP,LATERAL+FONDO+SEGURIDAD,Grupo 1,Si,menor igual 100,No valvula,Grado alto,no zipper,0.919
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 2,Si,mayor 100,Valvula,no troquel,no zipper,1.013
BOPP MATE/FOIL/PEBD,ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.052
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,NO,mayor 70,No valvula,no troquel,no zipper,0.963
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,Si,menor igual 70,No valvula,no troquel,no zipper,0.988
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,Si,menor igual 70,No valvula,no troquel,no zipper,1.106
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 2,Si,mayor 100,Valvula,no troquel,no zipper,1.046
PET/FOIL/PEBD,ROLLO,0,0,Grupo 3,Si,mayor 100,No valvula,no troquel,no zipper,1.056
PET/BOPP METALIZADO/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,0.853
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.05
PET/FOIL/FLEXIBLE (PA-PE),ROLLO,0,0,Grupo 2,Si,mayor 100,No valvula,no troquel,no zipper,1.046
BOPP MATE/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.086
BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL,ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.061
PAPEL/BOPP TERMOSELLABLE,ROLLO,0,0,Grupo 1,Si,menor igual 100,No valvula,no troquel,no zipper,1.094
PET/FOIL/PEBD,ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.021
BOPA/PEBD,BOLSA,PLANA,LATERAL+FONDO+PRESELLE+SEGURIDAD,Grupo 1,Si,menor igual 100,No valvula,Grado bajo,no zipper,0.993
PET/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,Si,menor igual 100,No valvula,Grado bajo,no zipper,1.086
BOPA/PEBD,BOLSA,PLANA,LATERAL+FONDO+PRESELLE+SEGURIDAD,Grupo 1,Si,menor igual 100,No valvula,Grado bajo,no zipper,1.0
PET/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,Si,menor igual 100,No valvula,Grado bajo,no zipper,0.999
PET/FLEXIBLE (PA-PE),ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.137
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,No valvula,Grado alto,no zipper,1.014
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,Valvula,Grado alto,no zipper,1.007
PET/PEBD,ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,0.998
PET/FOIL/FLEXIBLE (PA-PE),ROLLO,0,0,Grupo 3,Si,mayor 100,No valvula,no troquel,no zipper,1.059
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.025
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.058
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,Valvula,Grado alto,no zipper,1.06
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,0.942
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,Valvula,no troquel,no zipper,1.045
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.076
PET/FOIL/FLEXIBLE (PA-PE),BOLSA,PLANA 2 LAMINAS,LATERAL+FONDO+SEGURIDAD,Grupo 3,NO,mayor 100,No valvula,no troquel,no zipper,0.94
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.043
PET/PEBD,BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,menor igual 100,No valvula,Grado bajo,zipper,0.994
PET METALIZADO/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,NO,menor igual 100,Valvula,no troquel,no zipper,0.954
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.046
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.01
PET/COEXT. HBA (PE-EVOH),BOLSA,MANGA PASTELERA,LATERAL+FONDO+SEGURIDAD,Grupo 1,Si,mayor 100,No valvula,no troquel,no zipper,0.973
BOPA/BOPA/PEBD,BOLSA,FLOW PACK,FLOW PACK,Grupo 2,NO,mayor 100,No valvula,no troquel,no zipper,1.034
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,Valvula,no troquel,no zipper,1.07
PAPEL/PET METALIZADO/PEBD,BOLSA,FLEX UP,LATERAL+FONDO+SEGURIDAD,Grupo 1,Si,menor igual 100,No valvula,Grado alto,no zipper,1.019
PET/FLEXIBLE (PA-PE),ROLLO,0,0,Grupo 3,Si,mayor 100,No valvula,no troquel,no zipper,1.087
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,menor igual 100,No valvula,no troquel,no zipper,1.025
PET MATE/PEBD,BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 1,Si,mayor 100,No valvula,Grado bajo,zipper,1.027
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 2,Si,mayor 100,Valvula,Grado alto,no zipper,1.068
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.058
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.009
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.038
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.028
PET/FOIL/PEBD,BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,0.846
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,Si,mayor 70,No valvula,no troquel,no zipper,1.03
PET/FLEXIBLE (PA-PE),ROLLO,0,0,Grupo 3,Si,mayor 100,No valvula,no troquel,no zipper,1.096
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 2,Si,mayor 100,Valvula,no troquel,no zipper,0.972
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.01
BOPPMATE/FOIL/PEBD,ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.036
PET/PEBD,BOLSA,MANGA PASTELERA,LATERAL+FONDO+SEGURIDAD,Grupo 1,NO,menor igual 100,No valvula,no troquel,no zipper,1.016
PET/PET METALIZADO/COEXT. HBA (PE-EVOH),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,Valvula,Grado alto,no zipper,1.046
PET/PET METALIZADO/PEBD,BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 1,Si,menor igual 100,No valvula,Grado bajo,zipper,1.042
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,MULTIFLEX UP CON SELLE DE FONDO,Grupo 2,Si,mayor 100,No valvula,Grado bajo,zipper,0.992
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 2,Si,mayor 100,Valvula,no troquel,no zipper,0.947
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,No valvula,Grado alto,no zipper,1.082
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 3,Si,menor igual 100,No valvula,no troquel,no zipper,1.066
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,No valvula,Grado alto,no zipper,1.044
BOPP TERMOSELLABLE,BOLSA,FLOW PACK,VENTRAL,Grupo 1,Si,menor igual 100,No valvula,no troquel,no zipper,1.084
PAPEL,ROLLO,0,0,Grupo 1,NO,menor igual 100,No valvula,no troquel,no zipper,1.024
BOPP MATE/BOPP METALIZADO,ROLLO,0,0,Grupo 1,Si,menor igual 100,No valvula,no troquel,no zipper,1.075
PET/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,mayor 100,Valvula,Grado alto,no zipper,1.009
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.053
PET/FOIL/PEBD,ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.065
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 2,Si,menor igual 100,No valvula,no troquel,no zipper,1.048
BOPP MATE/BOPP METALIZADO,ROLLO,0,0,Grupo 1,Si,menor igual 100,No valvula,no troquel,no zipper,0.956
PET/FOIL/PEBD,ROLLO,0,0,Grupo 5,NO,mayor 100,No valvula,no troquel,no zipper,0.976
BOPP MATE/PET METALIZADO/FLEXIBLE (PA-PE),BOLSA,FLEX UP,FLEX UP,Grupo 1,Si,menor igual 100,Valvula,no troquel,no zipper,0.975
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 2,Si,mayor 70,No valvula,no troquel,no zipper,1.108
PET/COEXT. HBA (PE-EVOH),ROLLO,0,0,Grupo 2,Si,mayor 100,No valvula,no troquel,no zipper,1.075
FLEXIBLE (PA-PE),BOLSA,PLANA,LATERAL+FONDO+SEGURIDAD,Grupo 1,Si,menor igual 70,No valvula,no troquel,no zipper,1.098
