PorcentajeCumplimiento,CombinedFeature
1.035,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.925,PAPEL/PET METALIZADO/BOPP TERMOSELLABLE_BOLSA_FLOW PACK_VENTRAL_Grupo 1_Si_menor igual 100_No valvula_no troquel_no zipper
1.033,BOPP MATE/PEBD_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.096,PET/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 3_Si_mayor 100_nan_nan_nan
1.066,PET/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 3_Si_mayor 100_nan_nan_nan
1.119,BOPP MATE/PEBD_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.084,PET/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 3_Si_mayor 100_nan_nan_nan
1.02,BOPP MATE/PEBD_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.011,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 2_Si_mayor 100_Valvula_no troquel_no zipper
1.049,PET METALIZADO/FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_menor igual 100_No valvula_no troquel_no zipper
0.948,PET/COEXT. HBA (PE-EVOH)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_menor igual 100_No valvula_no troquel_no zipper
1.073,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 70_No valvula_no troquel_no zipper
1.046,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+SEGURIDAD_Grupo 1_NO_menor igual 70_Valvula_no troquel_no zipper
1.041,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_NO_menor igual 70_No valvula_no troquel_no zipper
1.009,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 3_NO_menor igual 70_No valvula_no troquel_no zipper
0.953,PET/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 2_NO_menor igual 100_nan_nan_nan
1.101,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_mayor 70_No valvula_no troquel_no zipper
1.068,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado alto_zipper
1.01,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 70_No valvula_no troquel_no zipper
0.894,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_NO_menor igual 100_nan_nan_nan
1.046,BOPA/COEXT. HBA (PE-EVOH) ABRE FACIL_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.078,PEBD BRILLANTE_ROLLO_nan_nan_Grupo 4_Si_menor igual 100_nan_nan_nan
0.792,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_mayor 70_No valvula_no troquel_no zipper
0.819,BOPA/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_menor igual 100_No valvula_Grado bajo_no zipper
1.062,PET/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_menor igual 100_No valvula_no troquel_zipper
1.046,PET/COEXT. HBA (PE-EVOH)_BOLSA_MANGA PASTELERA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_mayor 100_No valvula_no troquel_no zipper
1.052,PET MATE/PET METALIZADO/PEBD_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.022,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
1.055,PET/COEXT. HBA (PE-EVOH)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado alto_zipper
1.047,PET MATE/PET METALIZADO/PEBD_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.049,PET/PET METALIZADO/PEBD_ROLLO_nan_nan_Grupo 2_Si_mayor 100_nan_nan_nan
1.056,PET/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_menor igual 100_No valvula_Grado bajo_zipper
1.065,FLEXIBLE (PA-PE)_BOLSA_PLANA_SELLADO COMPLETAMENTE_Grupo 3_Si_mayor 70_Valvula_no troquel_no zipper
1.056,PET/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_menor igual 100_No valvula_Grado bajo_no zipper
1.026,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.061,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_MULTIFLEX UP CON SELLE DE FONDO_Grupo 1_Si_menor igual 100_No valvula_no troquel_no zipper
1.028,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.05,PET/FOIL/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_mayor 100_No valvula_Grado alto_no zipper
1.026,PET/PET METALIZADO/PEBD_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado alto_zipper
1.127,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.016,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_menor igual 70_No valvula_no troquel_no zipper
0.986,PET/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 3_NO_menor igual 100_nan_nan_nan
0.981,BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.003,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_menor igual 70_No valvula_no troquel_no zipper
0.995,PET/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 3_NO_menor igual 100_nan_nan_nan
1.0,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 3_NO_menor igual 70_No valvula_no troquel_no zipper
1.051,COEXT. HBA (PE-EVOH)_BOLSA_PLANA_FONDO_Grupo 4_Si_menor igual 100_No valvula_no troquel_no zipper
0.966,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_NO_menor igual 70_No valvula_no troquel_no zipper
1.069,PET/PEBD_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_no troquel_no zipper
1.016,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_menor igual 70_No valvula_no troquel_no zipper
0.916,PET METALIZADO/PEBD_BOLSA_FLEX UP_MULTIFLEX UP CON SELLE DE FONDO_Grupo 2_NO_mayor 100_Valvula_Grado bajo_zipper
1.146,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_menor igual 70_No valvula_no troquel_no zipper
1.11,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_mayor 70_No valvula_no troquel_no zipper
1.084,PET MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
0.964,PET/COEXT. HBA (PE-EVOH)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
1.03,PET/COEXT. HBA (PE-EVOH) ABRE FACIL_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.036,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_menor igual 70_No valvula_no troquel_no zipper
0.918,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_NO_menor igual 70_No valvula_no troquel_no zipper
1.091,BOPP MATE/FOIL/PEBD_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
0.957,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_NO_menor igual 70_No valvula_no troquel_no zipper
1.0,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_menor igual 70_No valvula_no troquel_no zipper
0.952,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 3_NO_menor igual 70_No valvula_no troquel_no zipper
0.992,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_NO_menor igual 70_No valvula_no troquel_no zipper
1.025,PET/FOIL/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 2_Si_mayor 100_nan_nan_nan
0.945,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_menor igual 70_No valvula_no troquel_no zipper
0.993,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_menor igual 70_No valvula_no troquel_no zipper
1.035,BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.036,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_menor igual 70_No valvula_no troquel_no zipper
1.136,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_NO_menor igual 70_No valvula_no troquel_no zipper
0.865,PET/FOIL/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 3_Si_mayor 100_nan_nan_nan
1.073,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_NO_menor igual 70_No valvula_no troquel_no zipper
1.049,PET/FOIL/PEBD_BOLSA_PLANA_LATERAL+SEGURIDAD_Grupo 1_Si_menor igual 100_No valvula_Grado bajo_no zipper
1.099,FLEXIBLE (PA-PE)_BOLSA_PLANA_SELLADO COMPLETAMENTE_Grupo 1_Si_menor igual 70_Valvula_no troquel_no zipper
1.035,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
1.053,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
0.986,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.797,PAPEL/CELULOSA METALIZADA/BIOPOLIMERO_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_mayor 100_No valvula_Grado alto_no zipper
1.077,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.074,FLEXIBLE (PA-PE)_BOLSA_PLANA_SELLADO COMPLETAMENTE_Grupo 3_Si_mayor 70_Valvula_no troquel_no zipper
1.045,PET/PET METALIZADO/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.024,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_menor igual 100_Valvula_no troquel_no zipper
1.038,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.031,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.957,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_menor igual 70_No valvula_no troquel_no zipper
1.093,PET/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 4_Si_mayor 100_nan_nan_nan
1.0,PAPEL_ROLLO_nan_nan_Grupo 1_NO_menor igual 100_nan_nan_nan
1.022,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.011,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.111,PET/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 4_Si_mayor 100_nan_nan_nan
0.993,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_NO_menor igual 100_Valvula_no troquel_no zipper
0.93,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_mayor 70_Valvula_no troquel_no zipper
1.069,BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.078,BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.047,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_menor igual 70_No valvula_no troquel_no zipper
1.092,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_menor igual 70_No valvula_no troquel_no zipper
1.031,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.081,BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.014,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.11,PET/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 4_Si_mayor 100_nan_nan_nan
1.088,BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.034,PET/FOIL/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_no troquel_no zipper
0.943,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 3_NO_menor igual 70_No valvula_no troquel_no zipper
1.024,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_NO_mayor 100_Valvula_no troquel_no zipper
1.061,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.022,PET/PEBD_BOLSA_FLEX UP_FLEX UP_Grupo 2_Si_menor igual 100_No valvula_Grado alto_zipper
0.93,PET/PEBD_BOLSA_MANGA PASTELERA_LATERAL+FONDO+SEGURIDAD_Grupo 1_NO_menor igual 100_No valvula_no troquel_no zipper
1.086,PET/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 4_Si_mayor 100_nan_nan_nan
1.052,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.048,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.957,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_NO_menor igual 70_No valvula_no troquel_no zipper
0.95,BOPA/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_MULTIFLEX UP CON SELLE DE FONDO_Grupo 2_Si_mayor 100_No valvula_Grado bajo_zipper
1.075,PET/FOIL/PEBD_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.047,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_menor igual 70_No valvula_Grado bajo_zipper
1.078,PAPEL/PEBD_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado bajo_zipper
1.006,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.003,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
1.017,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
1.135,PET MATE/PET METALIZADO/PEBD_BOLSA_FLEX UP_MULTIFLEX UP CON SELLE DE FONDO_Grupo 1_Si_mayor 100_No valvula_Grado bajo_zipper
1.058,PET MATE/PET METALIZADO/PEBD_BOLSA_FLEX UP_MULTIFLEX UP CON SELLE DE FONDO_Grupo 1_Si_mayor 100_No valvula_Grado bajo_zipper
1.071,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.05,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.98,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.011,PET MATE/PET METALIZADO/PEBD_ROLLO_nan_nan_Grupo 1_Si_menor igual 100_nan_nan_nan
1.015,PEADTS-AB_BOLSA_FLEX UP_MULTIFLEX UP CON SELLE DE FONDO_Grupo 2_Si_mayor 100_No valvula_Grado bajo_zipper
1.139,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.091,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO REDONDO+SEGURIDAD_Grupo 1_Si_menor igual 70_No valvula_no troquel_no zipper
1.034,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_mayor 70_Valvula_no troquel_no zipper
1.038,BOPP MATE/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 4_Si_mayor 100_nan_nan_nan
1.032,BOPP MATE/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 4_Si_mayor 100_nan_nan_nan
0.96,BOPP MATE/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 4_Si_mayor 100_nan_nan_nan
1.048,BOPP MATE/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 3_Si_mayor 100_nan_nan_nan
1.143,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 3_Si_menor igual 70_No valvula_no troquel_no zipper
0.984,FLEXIBLE (PA-PE)_BOLSA_PLANA_SELLADO COMPLETAMENTE_Grupo 1_Si_menor igual 70_Valvula_no troquel_no zipper
1.082,FLEXIBLE (PA-PE)_BOLSA_PLANA_SELLADO COMPLETAMENTE_Grupo 1_Si_menor igual 70_Valvula_no troquel_no zipper
1.065,PET/FOIL/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 2_Si_mayor 100_nan_nan_nan
1.022,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado alto_no zipper
1.012,PET/COEXT. HBA (PE-EVOH) ABRE FACIL_BOLSA_PLANA_LATERAL+FONDO+PRESELLE+SEGURIDAD_Grupo 1_NO_menor igual 100_No valvula_Grado bajo_zipper
1.059,FLEXIBLE (PA-PE)_BOLSA_PLANA_SELLADO COMPLETAMENTE_Grupo 2_Si_mayor 70_Valvula_no troquel_no zipper
1.08,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_menor igual 70_No valvula_no troquel_no zipper
1.063,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.135,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.014,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_menor igual 70_Valvula_no troquel_no zipper
1.029,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.096,PET/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 3_Si_mayor 100_nan_nan_nan
0.951,FLEXIBLE (PA-PE)_BOLSA_FLEX UP_MULTIFLEX UP CON SELLE DE FONDO_Grupo 2_Si_mayor 70_No valvula_no troquel_no zipper
0.867,FLEXIBLE (PA-PE)_BOLSA_PLANA_SELLADO COMPLETAMENTE_Grupo 3_NO_mayor 70_Valvula_no troquel_no zipper
1.035,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado bajo_zipper
1.065,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_menor igual 70_No valvula_no troquel_no zipper
1.066,PET/PET METALIZADO/PEBD_ROLLO_nan_nan_Grupo 2_Si_mayor 100_nan_nan_nan
0.982,FLEXIBLE (PA-PE)_BOLSA_PLANA_SELLADO COMPLETAMENTE_Grupo 2_Si_mayor 70_Valvula_Grado alto_no zipper
1.069,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_menor igual 70_No valvula_no troquel_no zipper
0.917,PET/COEXT. HBA (PE-EVOH)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
1.0,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_menor igual 70_No valvula_no troquel_no zipper
1.022,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 2_Si_mayor 100_Valvula_no troquel_no zipper
0.944,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
1.079,PET/BOPP METALIZADO/PEBD_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.108,BOPP PLANO/PEBD_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.045,FLEXIBLE (PA-PE)_BOLSA_PLANA_SELLADO COMPLETAMENTE_Grupo 2_Si_mayor 70_Valvula_no troquel_no zipper
1.056,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_Si_mayor 70_Valvula_no troquel_no zipper
1.017,PET/PEBD_BOLSA_FLEX UP_MULTIFLEX UP CON SELLE DE FONDO_Grupo 2_Si_mayor 100_No valvula_Grado alto_zipper
1.023,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.093,PEADTS-AB_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_No valvula_Grado bajo_zipper
0.891,PET/PEBD_BOLSA_FLEX UP_FLEX UP_Grupo 2_Si_menor igual 100_No valvula_Grado alto_zipper
0.96,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 2_Si_mayor 100_Valvula_Grado alto_no zipper
1.001,BOPA/FLEXIBLE (PA-PE)_ROLLO_nan_nan_Grupo 3_Si_mayor 100_nan_nan_nan
0.993,PET MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.0,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_menor igual 70_No valvula_no troquel_no zipper
0.995,BOPP MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.037,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
1.114,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_Si_menor igual 70_No valvula_Grado bajo_no zipper
1.079,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_mayor 100_Valvula_Grado alto_no zipper
1.054,BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.042,FLEXIBLE (PA-PE)_BOLSA_PLANA_SELLADO COMPLETAMENTE_Grupo 1_Si_menor igual 70_Valvula_no troquel_no zipper
1.055,PET/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_FLEX UP_Grupo 2_Si_mayor 100_Valvula_Grado alto_no zipper
1.046,BOPP MATE/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
0.84,PET/FOIL/PEBD_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_menor igual 100_No valvula_Grado alto_zipper
1.051,FLEXIBLE (PA-PE)_BOLSA_PLANA_SELLADO COMPLETAMENTE_Grupo 2_Si_mayor 70_Valvula_no troquel_no zipper
1.001,PET/FOIL/PEBD_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 1_NO_menor igual 100_No valvula_Grado alto_no zipper
1.037,BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.009,BOPP MATE/FLEXIBLE (PA-PE)_BOLSA_FLEX UP_MULTIFLEX UP CON SELLE DE FONDO_Grupo 2_Si_menor igual 100_No valvula_Grado alto_zipper
1.045,PET/COEXT. HBA (PE-EVOH)_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.022,BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.047,BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
0.825,BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.016,BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL_ROLLO_nan_nan_Grupo 2_Si_menor igual 100_nan_nan_nan
1.116,BOPP MATE/COEXT. HBA (PE-EVOH) ABRE FACIL_ROLLO_nan_nan_Grupo 3_Si_menor igual 100_nan_nan_nan
1.112,FLEXIBLE (PA-PE)_BOLSA_PLANA_SELLADO COMPLETAMENTE_Grupo 1_Si_menor igual 70_Valvula_no troquel_no zipper
1.019,FLEXIBLE (PA-PE)_BOLSA_PLANA_LATERAL+FONDO+SEGURIDAD_Grupo 2_NO_menor igual 70_No valvula_no troquel_no zipper
1.082,PET/COEXT. HBA (PE-EVOH)_BOLSA_FLEX UP_FLEX UP_Grupo 1_Si_menor igual 100_Valvula_Grado alto_no zipper
